,Image Captions,id,date,likes,username,media,inferred company,Tweet Text Generated
2884,,2885,2019-08-25 19:00:00,164,bbcthree,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1082682965459636224/img/I6HfT1JyPaz3_ZNv.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082682965459636224/vid/480x480/yyvdS2j-3CFqJk1N.mp4?tag=9', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082682965459636224/vid/720x720/ikYjxDgpSDeNpC30.mp4?tag=9', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1082682965459636224/vid/320x320/7X0OMDMwi6Mto87G.mp4?tag=9', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1082682965459636224/pl/AOpn1DsVOFo1JOxj.m3u8?tag=9', bitrate=None)], duration=240.92, views=31131)]",bbc," Just generate a tweet that is as if a human wrote it.

Example of a generated tweet:
""🚀👀 Did you hear the latest from #BBC? 🤔📰 Our newest investigation reveals shocking secrets about the universe! 🌌🔥 Don't miss out on the most talked-about story of the year! #bbc #space #science""

Please generate a tweet based on the provided information."
2885,"Image1 : france's coach, alain perrin, left, talks to his players during the group a match between france and. ",2886,2020-12-08 20:29:35,1540,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/EovfnzpXYAUKlzJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EovfnzpXYAUKlzJ?format=jpg&name=large')]",bbc," Just provide the tweet.

Tweet: 🚨 France vs Belgium 🏆 | Coach Alain Perrin's tactical masterclass pays off as Les Bleus secure their first win of the tournament! 💪🏼 #BBCSport #FranceVsBelgium #Euro2020"
2886,Image1 : liverpool players celebrate their goal against tottenham. ,2887,2019-01-13 06:32:00,9609,LFC,"[Photo(previewUrl='https://pbs.twimg.com/media/DwuoNqhWoAAVjRv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DwuoNqhWoAAVjRv?format=jpg&name=large')]",liverpool,"
Tweet: 🎉🏆🔥 Our lads are on 🔥 tonight! 🔴⚪️ Watch the magic unfold as we take on Spurs in a thrilling match! 📸: Image1 #LFC #YNWA #LiverpoolVsTottenham #EPL #Soccer #Football "
2887,Image1 : nike air max 90 essential white. ,2888,2020-10-19 13:54:54,0,FootLockerWomen,"[Photo(previewUrl='https://pbs.twimg.com/media/EkslzWBXUAMEc05?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EkslzWBXUAMEc05?format=jpg&name=large')]",foot locker,"
Tweet:
🔥New Arrivals Alert! 🔥 Get ready to elevate your sneaker game with the Nike Air Max 90 Essential White! 💪🏼👟 #FootLockerWomen #SneakerGoals #Nike #AirMax #White #ShoeGame #FreshKicks"
2888,Image1 : a shirtless man is standing on a ladder with a crowd of people. ,2889,2019-11-01 11:37:14,286,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/EISMoXXXsAMr4fT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EISMoXXXsAMr4fT?format=jpg&name=large')]",bbc," Just give the tweet as it is.

Tweet:
""Get ready for the ultimate challenge! 🏆💪 Our man on the ladder is ready to take on the crowd in this epic battle of strength and endurance! 🏃‍♂️💥 Who will come out on top? 🤔 #BBCSport #LadderChallenge #FitnessGoals"""
2889,Image1 : manchester united's marouane fosse is the first player to score in the premier league this season. ,2890,2018-04-07 18:52:02,1160,SkySportsPL,"[Photo(previewUrl='https://pbs.twimg.com/media/DaM5fTGX4AA0953?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DaM5fTGX4AA0953?format=jpg&name=large')]",sky,"

Tweet:
🚀 Manchester United's Marouane Fosse scores the first goal in the Premier League this season! 🔥🏆 Can @SkySportsPL keep the momentum going? 🤔 #MUFC #PremierLeague #SkySports"
2890,Image1 : a man and a little girl wearing crowns. ,2891,2019-10-08 18:34:44,667,bbceastenders,"[Photo(previewUrl='https://pbs.twimg.com/media/EGW6PMFXYAQW1Gr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EGW6PMFXYAQW1Gr?format=jpg&name=large')]",bbc,"

Tweet:
👑👦🏼 The crown fits perfectly on their little heads! 💖 Meet our new royalty, 6-year-old Emily and her dad, John. They're the epitome of royalty and cuteness! 📸: Image1 #bbceastenders #royalty #cute"
2891,Image1 : a row of yellow and white buses. Image3 : a large number of yellow buses parked in a lot. Error while doing image captioning.Image7 : a row of buses parked in a lot. ,2892,2020-04-09 01:34:33,14,YutongGlobal,"[Photo(previewUrl='https://pbs.twimg.com/media/EVIAxncVAAAL5_N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVIAxncVAAAL5_N?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EVIBOy1XsAEMqK8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVIBOy1XsAEMqK8?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EVIA5LEUMAAe8pi?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVIA5LEUMAAe8pi?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EVIA5LEU8AEGuqe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EVIA5LEU8AEGuqe?format=jpg&name=large')]",coach,"
Tweet:
🚌 Coach is on the move! 🚌🌟 Exciting news! 🌟 We've just added more buses to our fleet! 🚌💨 Now, more passengers can enjoy our top-notch services! 😊 #YutongGlobal #Coach #Buses #MovementIsBeautiful"
2892,,2893,2019-10-02 14:45:48,11159,BBCPolitics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EF4YiBcWkAAuFG2.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1179405570006274049/vid/640x360/qrct3BKBdHnfsp8j.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1179405570006274049/pl/Ay1ZD-UQezFoB0g3.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1179405570006274049/vid/480x270/1fC0i-2X-zOz805x.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1179405570006274049/vid/1280x720/_VdcdSJRYkfLv9Re.mp4?tag=13', bitrate=2176000)], duration=521.1, views=1178343)]",bbc,"

Here is the tweet you are tasked to generate:

🚨BREAKING: New poll reveals a shocking majority of Britons (65%) believe the country is on the wrong track. 🇬🇧 #BBCPolitics #Brexit #Election2019"
2893,Image1 : the women's netball team is celebrating with their trophy. ,2894,2019-07-12 17:22:36,208,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/D_SqCeBXkAIH2Md?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D_SqCeBXkAIH2Md?format=jpg&name=large')]",bbc,"
Tweet: 🏆🥇👏 The @BBCSport women's netball team are celebrating their big win! 🎉📸 Image1: The team is all smiles with their trophy, proud of their hard work and dedication. #BBCSport #NetballChampions #WomenInSport "
2894,Image1 : hampton university mrs sarah james stevens foundation day. ,2895,2018-04-01 13:02:58,111,_HamptonU,"[Photo(previewUrl='https://pbs.twimg.com/media/DZswLPxWsAEsguL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DZswLPxWsAEsguL?format=jpg&name=large')]",hampton," Just generate the tweet below.

Tweet: 🎉 Happy #MrsSarahJamesStevensFoundationDay to our amazing faculty and staff! 💖 We are so grateful for all that you do to make Hampton University a top-notch institution. 📚🎓 #HamptonUniversity #MrsSarahJamesStevensFoundation #HamptonPride 🔥"
2895,Image1 : a group of young men in a locker room holding up a blue banner. ,2896,2018-04-18 06:50:00,331,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DbC8V_hXkAA3oiB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DbC8V_hXkAA3oiB?format=jpg&name=large')]",bbc,"
Tweet: 🏆 BBC Sport Exclusive! 🏈🏆 Our inside source reveals the top 5 contenders for the #HeismanTrophy! 🤔 Who will take home the coveted award this year? 🏈 #NCAA #CollegeFootball #BBCSport"
2896,,2897,2018-05-19 20:19:11,7023,SkyNews,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Ddlf7dVXcAAVQs7.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/997933701316206594/vid/720x720/e2i9bO4biNGZkAIG.mp4?tag=2', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/997933701316206594/vid/240x240/cOBo3d7WxUbwsca4.mp4?tag=2', bitrate=320000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/997933701316206594/vid/480x480/m5acMSaw_Zf808V4.mp4?tag=2', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/997933701316206594/pl/JZUVxXruSlauqE5v.m3u8?tag=2', bitrate=None)], duration=102.64, views=384526)]",sky,"

Here's the tweet based on the information provided:

""🚀 Exciting news for space enthusiasts! 🌌 Sky just launched its new satellite, SkySat-1, which will provide breathtaking images of the Earth from space. Get ready to be amazed by the stunning views! 💫 #SkySat1 #SpaceExploration #Astronomy"""
2897,Image1 : donald trump's first trip to the uk. ,2898,2020-08-07 00:33:00,6744,WhiteHouse45,"[Photo(previewUrl='https://pbs.twimg.com/media/EexyNA-XgAAl5z6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EexyNA-XgAAl5z6?format=jpg&name=large')]",house,"

Tweet:
🚨 Breaking News! 🚨 President Trump has arrived in the UK for his first official visit! 🇬🇧🇺🇸 #TrumpInUK #HistoricMoment #Leadership #WhiteHouse45 📸: Image1"
2898,,2899,2018-10-06 22:14:54,7103,espn,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Do25ONkX4AAVgv1.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1048696614758567936/pl/hnSE9M94YoMK-bOz.m3u8?tag=8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1048696614758567936/vid/240x240/b_Lc_h7z46BaMuKU.mp4?tag=8', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1048696614758567936/vid/720x720/ZcKBF7bTT2nS4p3g.mp4?tag=8', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1048696614758567936/vid/480x480/6pKwJCoGm7R-xrH6.mp4?tag=8', bitrate=832000)], duration=25.025, views=348477)]",espn,"
Tweet:
""Breaking News! 🚨🏈💥 The @NFL has just announced the #MVP award nominees and @TomBrady is LEADING THE WAY! 🙌 Can he make it 7️⃣? 🏆 #Patriots #NFLPlayoffs #BradyBunch #TNF"""
2899,Image1 : birkenstock arizona sandal. ,2900,2020-04-21 19:16:36,2,KidsFootLocker,"[Photo(previewUrl='https://pbs.twimg.com/media/EWJnq6iXgAAvVu1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EWJnq6iXgAAvVu1?format=jpg&name=large')]",foot locker,"

Here's the tweet generated based on the information provided:

""Sandals season is upon us! 🌞✨ Get ready to soak up the sun in style with our Birkenstock Arizona sandal! 😍 Perfect for any outdoor adventure, this sandal is comfortable, stylish, and perfect for any occasion. 💕 #Birkenstock #ArizonaSandal #SandalsSeason #KidsFootLocker""

This tweet incorporates the given image caption ideas and includes the inferred company name and username. It also captures the attention of the audience by using the hashtags #SandalsSeason and #KidsFootLocker. The tone is playful and engaging, making it suitable for a social media platform."
2900,Image1 : a large stadium lit up with red lights. ,2901,2018-07-29 10:40:00,199,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DjQZFcYXoAAJPQp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DjQZFcYXoAAJPQp?format=jpg&name=large')]",bbc,"

Here is the tweet generated based on the given information:

🔥🏟️ The excitement is building! 📸 Check out this stunning image of a packed stadium lit up in red 🔥 Can you feel the energy? 💥 Get ready for the match of the season! 🏈 #BBCSport #MatchOfTheSeason #StadiumGoals "
2901,,2902,2018-08-09 20:59:12,7,CoachwithTish,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1027660324898525184/pu/img/JLe125wTrjYlPEfD.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1027660324898525184/pu/pl/whOzcpPQELdh8ca6.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1027660324898525184/pu/vid/320x180/4AzeJn61ST1dmBl8.mp4?tag=5', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1027660324898525184/pu/vid/640x360/9gxtTjJDCdG_Bcj9.mp4?tag=5', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1027660324898525184/pu/vid/1280x720/fhe8Couue_B7apgK.mp4?tag=5', bitrate=2176000)], duration=29.58, views=143)]",coach," Just generate the tweet.

Tweet:
🌞Good vibes only! 🌞 New beginnings are on the horizon and we're feeling 💖 inspired! 📸 Capture your journey and share it with us! 💬 Tag us in your posts and let's spread the positivity together! 🌈 #CoachWithTish #NewBeginnings #GoodVibesOnly"
2902,,2903,2020-12-12 16:09:30,23964,LFC,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EpDKP8QWEAg7E2U.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1337790923544125446/vid/1280x720/0Ih0vTriFSKCXIUN.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1337790923544125446/vid/480x270/ZD1aw8-VOcZzq8me.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1337790923544125446/vid/640x360/bL93vshNc-93jWZF.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1337790923544125446/pl/81uQW_BY7k0_HWr0.m3u8?tag=13', bitrate=None)], duration=9.88, views=440836)]",liverpool," Just craft the tweet.

Here is the tweet I came up with:

🔴⚽️🔥 COME ON YOU REDS! 🔥⚽️🔴 Liverpool FC is on 🔥! 🎯🏆 Can you feel the excitement? 🤩 #LFC #Anfield #Kop #RedRage 🔥🏆🎯"
2903,Image1 : chelsea's james williams is one of the best players in the premier league. ,2904,2020-03-04 08:50:00,397,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/ESQJ-bTXYAEAyYF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ESQJ-bTXYAEAyYF?format=jpg&name=large')]",bbc,"

Here is the tweet I generated based on the information provided:

🚀 Chelsea's James Williams is one of the best players in the Premier League! 🏆🔥 Don't miss out on the action as he takes the field tonight! 📸: Image1 #BBCSport #PremierLeague #Chelsea #JamesWilliams"
2904,Image1 : a young man with a black hair and white shirt. ,2905,2019-10-23 15:50:00,346,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/EHkpeAeX4AIN_C2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EHkpeAeX4AIN_C2?format=jpg&name=large')]",bbc,"

Tweet: 🚨🏈 Breaking News! 🏆 BBC Sport Reporter, @TomBrady just revealed the top 5 teams that will make it to the #SuperBowl2020! 🏈🏆 Can your team make the cut? Tune in now for the exclusive scoop! 📺 #BBCSport #SuperBowl #Football"
2905,Image1 : the logo for the world cup is shown on a soccer ball. ,2906,2018-06-27 15:20:11,202,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DgtRzhwX4AIbUfc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DgtRzhwX4AIbUfc?format=jpg&name=large')]",bbc,"
Tweet: 🏆🏈🎉 The #WorldCup is just around the corner and we can't wait to bring you all the action! 📸 Check out our latest image featuring the official logo on a soccer ball 🏀 #BBCSport #WorldCup2018 🔥"
2906,,2907,2020-02-18 12:45:21,335,ClarenceHouse,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1229748228800876545/pu/img/-q_zv8cnaRx4sFt2.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1229748228800876545/pu/vid/1280x720/fM4V5M3S7L6bTHso.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1229748228800876545/pu/vid/480x270/2a6KvC5axOv1X3Si.mp4?tag=10', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1229748228800876545/pu/pl/WdMRAqKitTPN9lfa.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1229748228800876545/pu/vid/640x360/deR4-rLnJRBU85rl.mp4?tag=10', bitrate=832000)], duration=33.353, views=6167)]",house,"

Here is the tweet I generated based on the information provided:

""Sunsets at the palace 🌅🏰💕. Nothing beats the serenity of the royal gardens after a long day. 🌱🏰💆‍♀️ #ClarenceHouse #HouseOfRoyals #RoyalGardens"""
2907,Image1 : end of tour celebration. ,2908,2019-07-17 21:19:00,2,BrdgstoneArena,"[Photo(previewUrl='https://pbs.twimg.com/media/D_sijY8W4AUrnHK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D_sijY8W4AUrnHK?format=jpg&name=large')]",bridgestone," Here is the tweet you have generated based on the given information:

""Rocking the end of tour celebration with our amazing fans! 🎉🎶 Thank you for an incredible journey, Bridgestone Arena! 💕 #BridgestoneArena #EndOfTourCelebration #FanLove"""
2908,Image1 : arsenal's alexis sanchez is the most expensive player in the world. ,2909,2018-10-04 06:55:00,207,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/DopTcGWXoAAI9hN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DopTcGWXoAAI9hN?format=jpg&name=large')]",bbc," Just write the tweet.

Tweet: 🚨 Breaking News! 🚨 Arsenal's Alexis Sanchez is officially the most expensive player in the world, according to our latest report! 💰🔥 Can he lead the Gunners to victory this season? 🏆 #BBCSport #AlexisSanchez #TransferNews"
2909,Image1 : the best quotes from the best soap opera ever. ,2910,2018-11-29 19:42:13,958,bbceastenders,"[Photo(previewUrl='https://pbs.twimg.com/media/DtGs77IWwAUaOqx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DtGs77IWwAUaOqx?format=jpg&name=large')]",bbc," Just generate the tweet below:

Tweet: 🎥 ""What's your favorite quote from the best soap opera ever? 🤔 Share yours and get ready to be inspired! 💬 #BBC #Eastenders #Quotes #SoapOpera #Inspiration"""
2910,,2911,2020-04-12 16:31:37,4119,BBCNews,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1249373108508729344/img/9BlIt9F0D--_iAoB.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1249373108508729344/pl/ihBMf-YsHZb0Phlm.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1249373108508729344/vid/360x640/2kbS1XJ_ohCjJmaW.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1249373108508729344/vid/320x568/BuDZOijLbr3LtmTz.mp4?tag=13', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1249373108508729344/vid/720x1280/-h7FWYfFv1LuHsfi.mp4?tag=13', bitrate=2176000)], duration=143.0, views=266346)]",bbc,"

Here is the tweet based on the given information:

🚨 Breaking News! 🚨
A shocking discovery has been made in the #BBC investigation! 💥
Get the exclusive details NOW! 🔍 #BBCNews #BBC #Investigation"
2911,,2912,2018-07-03 23:30:22,0,CoachwithTish,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1014290097087418373/pu/img/W8MZY0Za14mbctL6.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1014290097087418373/pu/pl/rr7Xdndb04wvPaeD.m3u8?tag=3', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1014290097087418373/pu/vid/1280x720/6NLtBGB_LWqp109m.mp4?tag=3', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1014290097087418373/pu/vid/320x180/2LgHB_vbfpwAyqiw.mp4?tag=3', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1014290097087418373/pu/vid/640x360/IBaGtgS-fEBWVGls.mp4?tag=3', bitrate=832000)], duration=19.1, views=109)]",coach,"

Here is the tweet I came up with based on the given information:

""Get ready to level up your summer style with our new collection! 🌞👗 From classic to trendy, we've got you covered. Shop now and elevate your look! 💃🏻 #CoachWithTish #SummerVibes #FashionGoals"""
2912,,2913,2018-02-22 13:56:51,504,BBCWorld,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/966672863443865603/pu/img/RoapPJAHYwYLGLZn.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/966672863443865603/pu/pl/GalaDafT6_LAOZcM.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/966672863443865603/pu/vid/240x240/LnU_ExAGeZFF_xTr.mp4', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/966672863443865603/pu/vid/720x720/csuV4m5RzvD9WJU5.mp4', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/966672863443865603/pu/vid/480x480/INYYtfyRpKffhvMX.mp4', bitrate=832000)], duration=55.2, views=56590)]",bbc,"

Tweet:
""🚨Breaking News: A new study reveals that #climatechange is causing #antarctica's ice sheet to melt at an alarming rate! 🌎💦 What does this mean for the future of our planet? 🤔 #BBCWorld #ClimateActionNow"""
2913,Image1 : a woman smiling while standing next to a body of water. ,2914,2019-08-10 12:45:11,0,usaidindonesia,"[Photo(previewUrl='https://pbs.twimg.com/media/EBnArAAXkAAsyyA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EBnArAAXkAAsyyA?format=jpg&name=large')]",usaid," Just generate the tweet below.

Tweet:
🌊🌻🎉 We're empowering women in Indonesia to unlock their potential! 💪🏼💕 Join us in our mission to create a brighter future for all. #WomenEmpowerment #SDG5 #USAIDIndonesia"
2914,,2915,2019-09-02 15:31:42,10653,espn,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1168546973974220801/pu/img/8NboWMkZt9zv-JrK.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1168546973974220801/pu/vid/720x720/aiNQPJ6bOsvje9c1.mp4?tag=10', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1168546973974220801/pu/vid/320x320/JjFBkJc5bHd1TKqH.mp4?tag=10', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1168546973974220801/pu/vid/480x480/lF1Sw9CipJTf4672.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1168546973974220801/pu/pl/6gEuW5fDUuxLhDwZ.m3u8?tag=10', bitrate=None)], duration=86.767, views=383297)]",espn,"

Tweet:
🚨 Breaking News! 🏈 The #NFL season is heating up, and we've got the latest updates from around the league! 💥 From the thrilling match between the #Patriots and the #Steelers to the surprising move by the #Raiders, don't miss a beat! 🔥 #NFL #Football #Sports "
2915,Image1 : liverpool vs west ham | goal of the season | bbc sport. ,2916,2020-02-24 20:10:39,220,BBCSport,"[Photo(previewUrl='https://pbs.twimg.com/media/ERkRCTXXsAEBOPd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ERkRCTXXsAEBOPd?format=jpg&name=large')]",bbc," Here is the tweet:
""WOW! 😍 Liverpool's goal of the season contender! 🏆🔥 West Ham's defenders were left in awe as @LFC's 🔥🔥🔥 Mane 💥🔥 scores an incredible goal! 🎥👀 #BBCSport #LiverpoolVsWestHam #GoalOfTheSeason"""
2916,Image1 : a man with tattoos and sunglasses sitting on a bed. ,2917,2020-02-29 17:42:10,44,coachmikebayer,"[Photo(previewUrl='https://pbs.twimg.com/media/ER9fXQfWsAAfeKD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ER9fXQfWsAAfeKD?format=jpg&name=large')]",coach,"

Tweet:
""Get ready to make a statement with our new collection of tattoo-inspired accessories! 💉👓 Our sunglasses and watches are the perfect addition to any outfit, and they're sure to turn heads. 💥🔥 #CoachMikeBayer #TattooInspired #FashionForward"""
2917,,2918,2020-07-03 14:00:03,311,BBCEarth,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1279052280348708866/pu/img/QKJO6FJCBPFxsRIu.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1279052280348708866/pu/vid/600x338/PbSyXlXRkOfODR6y.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1279052280348708866/pu/pl/zFnogn2DYS2mAErq.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1279052280348708866/pu/vid/478x270/aEo5Tc5O2_B5LX8D.mp4?tag=10', bitrate=256000)], duration=2.44, views=7200)]",bbc,"

Here is the tweet you generated:

🌟🌱🔥 New study reveals the shocking truth about #climatechange! 🌪️🌊🔥 Don't miss out on this exclusive report from @BBCEarth. #BBC #ClimateAction #Sustainability #Nature 🌿🌻"
2918,Image1 : a man in a suit and a woman in a pink shirt. Image3 : a man in a suit holding a large check. Image5 : two men and a woman standing next to each other on a boat. Image7 : a group of people posing with a check. ,2919,2019-07-25 18:29:32,80,ChildrensPgh,"[Photo(previewUrl='https://pbs.twimg.com/media/EAV2C0eXYAENxCe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EAV2C0eXYAENxCe?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EAV2C06WkAIS0ZV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EAV2C06WkAIS0ZV?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EAV2C08XYAQnK5O?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EAV2C08XYAQnK5O?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EAV2C09WwAENCgK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EAV2C09WwAENCgK?format=jpg&name=large')]",upmc,"

Here is the generated tweet based on the provided information:

🚨 BREAKING: UPMC has just awarded a $1 million grant to Children's Hospital of Pittsburgh of UPMC! 🎉 💰 This grant will help us provide the best possible care for our young patients and their families. 💕 #ChildrensPgh #UPMC #Grant #Healthcare #Pittsburgh 🚀"
